ID,TEXT,PET_WORDFORM,PET,TRANSLATION,LABEL,CATEGORY,YEAR,NOTES,PUN,LABEL2,LABEL3,NOTES2,SOURCE,LEMMA_COUNT,EUPH_STATUS
1638,"""Як же вона бумкає файно. Поезія <бавовни>.""",бавовни,бавовна,,1,war,2023.0,?,0.8,,,,,768,sometimes_euph
1639,"""Як зазначив міський голова, в загарбників загалом цей день видався якимсь невдалим: спершу ""<бавовна>"" була вдень в Бердянську, а потім – ввечері""",бавовна,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1641,"""Як не ховав план наступу пан Залужний , зелена пліснява таки злила його русні. Мабуть ті ж, що й вагнергейт влаштували. А що ж буданов? Яка ефективність розвідки під його керівництвом? Хвалиться <бавовною>, а прямі обов'язки не виконує.""",бавовною,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1643,"""Як повідомили в соцмережах місцеві мешканці, ймовірно, <бавовна> сталася біля адміністративної будівлі так званої «влади» загарбників.""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1645,"""Як повідомило Міноборони РФ, близько 7:30 над Бєлгородською областю засобами ППО збито вісім снарядів РСЗВ “Вампір”. Кадри квітучої “<бавовни>” в Росії заполонили мережу.""",бавовни,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1646,"""Як поводитися, щоб не сталося <«дружнього вогню»>, зрештою. Людина в країні, де йде війна, має вміти орієнтуватися за компасом і картою.""",дружнього вогню,дружній вогонь,friendly fire,1,war,,,,,,,PAWUK 2022,43,always_euph
1647,"""Як поводитися, щоб не сталося <«дружнього вогню»>, зрештою. Людина в країні, де йде війна, має вміти орієнтуватися за компасом і картою.""",дружнього вогню,дружній вогонь,,1,war,2022.0,,,,,,,43,always_euph
1648,"""Як раніше повідомлялося, у тимчасово окупованій Макіївці потужна «<бавовна>» завітала в одне з училищ міста. Там перебували сотні окупантів.""",бавовна,бавовна,,1,war,2023.0,personification,,,,,,768,sometimes_euph
1649,"""Як там Бєлгород, нормально захистили? Від <бавовни> не прокидаються вже?)""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1650,"""Як тільки вони залишать територію українського півострова, все буде добре. Окупанти мають збагнути це навіть на побутовому рівні. Інакше ""<бавовна>"" у Криму лише квітнутиме.""",бавовна,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1651,"""Як тільки почали горіти склади та <бавовнитися> командні пункти, одразу почали виникати внутрішні конфлікти якісь, скандали, а зверху ще й копіумні пасти - це пушечка, what a time to be alive""",бавовнитися,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1652,"""Як це, власне, й було у жовтні 2023 року, коли всі дізнались про отримані Atacms-и уже після того, як вони наробили «<бавовни>» на летовищах тимчасово окупованих Бердянська та Луганська.""",бавовни,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1653,"""Яка гарна <бавовна>))) Аби тільки дощ не почався""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1654,"""Яка ж красива <бавовна> була)) сподіваюсь скоро буде знову ))""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
